license_number,company_name,company_dba,license_classification,issued_date,naics_code,naics_name,predirection,address_line1,address_line2,street_type,postdirection,unit_suite,city,state,postal_code,address_concat,address_api,longitude,latitude,disinvested_neighborhood,council_district,npu,company_name_clean,company_dba_clean,search_name
GBL-0525-39841,Grady L Smith Enterprises LLC,Grady L Smith Enterprises LLC,Retail Trade,2025-05-28 11:36:13.000,452319.0,All Other General Merchandise Stores ,,374 Cleveland Ave,,,,,Atlanta,GA,30315,374 Cleveland Ave nan nan Atlanta GA 30315,"374 Cleveland Ave SW, Atlanta, Georgia, 30315",-84.401336398163,33.680816164092,True,District 12,X,grady l smith enterprises llc,grady l smith enterprises llc,grady l smith enterprises llc grady l smith enterprises llc
GBL-0525-40095,HALLY COKER INC,BEST 4 LESS GOODS FOOD MART,Retail Trade,2025-08-04 09:26:00.000,445120.0,Convenience Stores ,,1575 JOSEPH E BOONE BLVD NW,,,,STE C,ATLANTA,GA,30314,1575 JOSEPH E BOONE BLVD NW nan nan ATLANTA GA 30314,"1575 Joseph E Boone Blvd NW, Atlanta, Georgia, 30314",-84.439324859734,33.76392759558,True,District 3,J,hally coker inc,best 4 less goods food mart,hally coker inc best 4 less goods food mart
GBL-0525-40289,La Bodega at the Met Corp,La Bodega Market,Retail Trade,2025-07-21 05:31:00.000,445299.0,All Other Specialty Food Stores ,,1975 SYLVAN,,RD,SW,,Atlanta,GA,30310,1975 SYLVAN nan RD Atlanta GA 30310,"1975 Sylvan Rd SW, Atlanta, Georgia, 30310",-84.418999163629,33.700631528022,True,District 12,X,la bodega at the met corp,la bodega market,la bodega at the met corp la bodega market
GBL-0624-31364,Pretty Little Puffs Ltd Co,Pretty Little Puffs,Retail Trade,2025-04-23 09:03:37.000,452319.0,All Other General Merchandise Stores ,,1564,DEKALB,Avenue,NE,6,Atlanta,GA,,1564 DEKALB Avenue Atlanta GA nan,"1564 Dekalb Ave NE, Atlanta, Georgia, 30307",-84.336402967729,33.762686990091,False,District 2,N,pretty little puffs ltd co,pretty little puffs,pretty little puffs ltd co pretty little puffs
GBL-0624-31621,DONNELLY PROVISIONS LLC,DONNELLY PROVISIONS,Retail Trade,2025-06-18 10:08:32.000,445120.0,Convenience Stores ,,1308 DONNELLY AVE,,,SW,,ATLANTA,GA,30310,1308 DONNELLY AVE nan nan ATLANTA GA 30310,"1308 Donnelly Ave SW, Atlanta, Georgia, 30310",-84.430350020728,33.734778982464,False,District 4,T,donnelly provisions llc,donnelly provisions,donnelly provisions llc donnelly provisions
GBL-0625-41119,Gather'd Market LLC,Gather'd Market,Retail Trade,2025-08-12 10:04:00.000,445299.0,All Other Specialty Food Stores ,,3872,ROSWELL,Road,NE,,Atlanta,GA,,3872 ROSWELL Road Atlanta GA nan,"3872 Roswell Rd NE, Atlanta, Georgia, 30342",-84.380940964623,33.86089498357,False,District 8,B,gather'd market llc,gather'd market,gather'd market llc gather'd market
GBL-0722-14901,NANDINI ENTERPRISES LLC,BIG BROTHER MINI SUPERMARKET,Retail Trade,2025-05-24 23:05:01.567,445120.0,Convenience Stores ,,400,AMAL,Drive,SW,,Atlanta,GA,,400 AMAL Drive Atlanta GA nan,"400 Amal Dr SW, Atlanta, Georgia, 30315",-84.398904305137,33.707202018102,True,District 12,Y,nandini enterprises llc,big brother mini supermarket,nandini enterprises llc big brother mini supermarket
GBL-0723-21734,"Coating Connect, LLC",,Retail Trade,2025-06-04 23:05:22.700,452319.0,All Other General Merchandise Stores ,,1841 Marietta Blvd,,BLVD,,,Atlanta,GA,30318,1841 Marietta Blvd nan BLVD Atlanta GA 30318,"1841 Marietta Blvd, Atlanta, Georgia, 30318",-84.448353932143,33.794257167882,True,District 9,G,"coating connect, llc",,"coating connect, llc "
GBL-0725-41221,BHAMA2 LLC,KINGS FOOD MART,Retail Trade,2025-07-29 14:26:33.000,445120.0,Convenience Stores ,,844 MARTIN LUTHER KING JR DR SW,,,,,ATLANTA,GA,30314,844 MARTIN LUTHER KING JR DR SW nan nan ATLANTA GA 30314,"844 Martin Luther King Jr Dr SW, Atlanta, Georgia, 30314",-84.415145687829,33.754659256689,False,District 4,T,bhama2 llc,kings food mart,bhama2 llc kings food mart
GBL-0821-05598,MULU MART LL,,Retail Trade,2025-04-29 21:02:40.010,445120.0,Convenience Stores ,,1265,LEE,ST,SW,,Atlanta,GA,,1265 LEE ST Atlanta GA nan,"1265 Lee St SW, Atlanta, Georgia, 30310",-84.424590395961,33.720449155066,True,District 4,S,mulu mart ll,,mulu mart ll 
GBL-0824-32425,Pippa & Grace Inc,Pippa & Grace,Retail Trade,2025-03-17 10:12:57.000,445120.0,Convenience Stores ,,29 WALTON,,ST,NW,,Atlanta,GA,30303,29 WALTON nan ST Atlanta GA 30303,"29 Walton St NW, Atlanta, Georgia, 30303",-84.389914428826,33.755657543805,False,District 2,M,pippa & grace inc,pippa & grace,pippa & grace inc pippa & grace
GBL-0824-32805,B&B Top Sheet LLC,Boll & Branch,Retail Trade,2025-07-10 14:47:40.000,452210.0,Department Stores ,,1100 Howell Mill,,RD,NW,A04,Atlanta,GA,30318,1100 Howell Mill nan RD Atlanta GA 30318,"1100 Howell Mill Rd NW, Atlanta, Georgia, 30318",-84.411970518721,33.785486604918,False,District 3,E,b&b top sheet llc,boll & branch,b&b top sheet llc boll & branch
GBL-0923-23569,NOVA ELEMENT CORP,,Retail Trade,2025-05-08 23:02:18.997,452319.0,All Other General Merchandise Stores ,,99 West Paces Ferry Road NW,#506,,,,Atlanta,GA,30305,99 West Paces Ferry Road NW #506 nan Atlanta GA 30305,"99 W Paces Ferry Rd NW, Apartment 506, Atlanta, Georgia, 30305",-84.383299129262,33.841190302671,False,District 8,B,nova element corp,,nova element corp 
GBL-1024-34018,HWANG EUI HO,LENOX TOWER NEWSTAND,Retail Trade,2025-05-22 08:38:31.000,445120.0,Convenience Stores ,,3390,PEACHTREE,Road,NE,,Atlanta,GA,,3390 PEACHTREE Road Atlanta GA nan,"3390 Peachtree Rd NE, Atlanta, Georgia, 30326",-84.365151386878,33.849713608553,False,District 7,B,hwang eui ho,lenox tower newstand,hwang eui ho lenox tower newstand
GBL-1122-17272,1469 ATLANTA INC,MARATON FOOD MART,Retail Trade,2025-07-23 23:06:33.197,445120.0,Convenience Stores ,,1469 CAMPBELLTON,,RD,SW,,ATLANTA,GA,30311,1469 CAMPBELLTON nan RD ATLANTA GA 30311,"1469 Campbellton Rd SW, Atlanta, Georgia, 30311",-84.436590850557,33.714036873409,True,District 12,S,1469 atlanta inc,maraton food mart,1469 atlanta inc maraton food mart
GBL-1221-08736,"Tiringo Zeleke, LLC",FAIR STREET SUPERMARKET,Accommodation and Food Services,2025-07-18 08:58:52.000,445120.0,Convenience Stores ,,1021,FAIR,ST,SW,,ATLANTA,GA,30314,1021 FAIR ST ATLANTA GA 30314,"1021 Fair St SW, Atlanta, Georgia, 30314",-84.421301001879,33.749199669691,True,District 4,T,"tiringo zeleke, llc",fair street supermarket,"tiringo zeleke, llc fair street supermarket"
GBL-1222-17690,Magic Merch,,Retail Trade,2025-08-07 13:50:10.000,452319.0,All Other General Merchandise Stores ,,241,FORSYTH,Street,SW,,Atlanta,GA,30303,241 FORSYTH Street Atlanta GA 30303,"241 Forsyth St SW, Atlanta, Georgia, 30303",-84.397306798211,33.748307374189,False,District 4,M,magic merch,,magic merch 
GBL-1223-25366,"Savi@Highlands, LLC",Savi@Highlands,Retail Trade,2025-05-14 23:02:21.087,445120.0,Convenience Stores ,,1370 N Highlad Avenue NE Atlanta Georgia 30306,,,,,,,,1370 N Highlad Avenue NE Atlanta Georgia 30306 nan nan nan nan nan,"1370 N Highland Ave NE, Atlanta, Georgia, 30306",-84.353469863699,33.792310815208,False,District 6,F,"savi@highlands, llc",savi@highlands,"savi@highlands, llc savi@highlands"
GBL-1223-25366,"Savi@Highlands, LLC",Savi@Highlands,Retail Trade,2025-05-14 23:02:21.087,445120.0,Convenience Stores ,,1370 N Highlad Avenue NE Atlanta Georgia 30306,,,,,,,,1370 N Highlad Avenue NE Atlanta Georgia 30306 nan nan nan nan nan,"1370 N Highland Ave NE, Atlanta, Georgia, 30306",-84.353469863699,33.792310815208,False,District 6,F,"savi@highlands, llc",savi@highlands,"savi@highlands, llc savi@highlands"
GBL-1224-34695,Exo Mart Inc.,,Retail Trade,2025-05-15 16:03:43.000,445120.0,Convenience Stores ,,350 Marietta Street NW,,,,,Atlanta,GA,30313,350 Marietta Street NW nan nan Atlanta GA 30313,"350 Marietta St NW, Atlanta, Georgia, 30313",-84.397149888984,33.762683176325,False,District 4,M,exo mart inc.,,exo mart inc. 
LGB-114607-2020,"ROSS DRESS FOR LESS, INC",,Retail Trade,2025-03-14 23:03:15.540,452210.0,Department Stores ,,1255,CAROLINE,ST,NE,,ATLANTA,GA,30307,1255 CAROLINE ST ATLANTA GA 30307,"1255 Caroline St NE, Atlanta, Georgia, 30307",-84.347417878149,33.757845435179,False,District 5,O,"ross dress for less, inc",,"ross dress for less, inc "
LGB-145365-2020,CLASSIC APPARELL,,Other Services except Public Administration,2025-04-01 18:34:18.777,452319.0,All Other General Merchandise Stores ,,348,WOODLAWN,AVE,NW,,ATLANTA,GA,30318,348 WOODLAWN AVE ATLANTA GA 30318,"348 Woodlawn Ave NW, Atlanta, Georgia, 30318",-84.436514323781,33.764652755933,True,District 3,J,classic apparell,,classic apparell 
LGB-185159-2020,"Crown Global Investments, Inc.",CIRCLE K #2655984,Construction,2025-03-27 01:04:26.893,445120.0,Convenience Stores ,,160,Ted Turner,DR,NW,2B,ATLANTA,GA,30303,160 Ted Turner DR ATLANTA GA 30303,"160 Ted Turner Dr NW, Atlanta, Georgia, 30303",-84.390092577967,33.759345418662,False,District 2,M,"crown global investments, inc.",circle k #2655984,"crown global investments, inc. circle k #2655984"
